number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,critical_temp,Superconductivity Type
2,23.03585,1200.25,71.5,980.6255,105,1.045,0.115415,4.5,0.235,1
2,104.9785,631.25,189,4416.5,67.975,19.9,39,3,0.24,1
2,68.358,802.25,153,5194,1.5,7.5,128,2,0.24,1
2,144.8924,535.5,186.5,8575.5,40.95,12.63,49,3,0.24,1
2,68.088,752.5,135,7141.5,120.2,22.45,230,3,0.24,1
2,100.115,814.5,124,5781.5,156.1,24.65,31.5,5,0.246,1
3,125.1996267,776.6666667,160,12786.66667,46.93333333,40.33333333,84.66666667,4.666666667,0.25,1
2,83.91399,804.9,156,7148.5,83.55,27.25,52,5,0.25,1
2,144.0885,776.45,185,16420,112.95,31,144.5,6,0.25,1
2,80.0015975,734.2,165,10635,84,20.95,110,5,0.25,1
3,160.4431667,782.2333333,180.3333333,18676.66667,93.23333333,26.9,116,6.333333333,0.25,1
2,100.115,814.5,124,5781.5,156.1,24.65,31.5,5,0.25,1
2,130.332735,687.2,164,6421.5,77.1,13,18.5,4,0.25,1
2,23.03585,1200.25,71.5,980.6255,105,1.045,0.115415,4.5,0.26,1
2,23.03585,1200.25,71.5,980.6255,105,1.045,0.115415,4.5,0.26,1
3,90.369,681.8666667,156.3333333,7156.333333,99.26666667,25.8,103.6666667,4.666666667,0.26,1
2,121.57925,759.1,175.5,14335,102.3,24.4,90.5,5.5,0.26,1
2,40.9597918,647,139.5,5085,22.75,11.95,121.35,3.5,0.262,1
2,133.3447845,734,155,12602,127.35,9.045,174.5,4,0.264,1
4,76.094375,707.775,141.5,5825.5,106.75,25.15,155.25,3.5,0.27,1
3,100.0397317,669.5,171.6666667,9319.666667,73.16666667,15.8,77,4.666666667,0.27,1
2,80.0015975,734.2,165,10635,84,20.95,110,5,0.27,1
2,101.98775,714.9,175.5,12410,107,23.7,135,6,0.27,1
3,161.7841667,802.4666667,179.3333333,19200,123.7666667,26.23333333,129,6,0.27,1
3,50.49546667,839.9666667,147.6666667,2379.476333,52.71,8.974,19.00886,2.666666667,0.27,1
3,129.1692933,856.5,142,9236.333333,140.2333333,19.63333333,20.17333333,5.666666667,0.27,1
2,44.8425,821.55,143.5,4439,1.5,8.025,140,2,0.28,1
2,146.6435,789.2,179,17465,127.65,25.85,135,6,0.28,1
3,161.7841667,802.4666667,179.3333333,19200,123.7666667,26.23333333,129,6,0.28,1
2,155.8922845,723.65,165,13305,127.35,7.88,201,4,0.28,1
4,134.35253,710.4,191,10621.5,63.75,11.6375,74,3.75,0.28,1
2,23.03585,1200.25,71.5,980.6255,105,1.045,0.115415,4.5,0.29,1
2,78.302,782.75,174,6825.5,22.05,14.175,71.5,3,0.29,1
2,148.077,789.2,177.5,16910,154.8,22.85,95.5,6,0.29,1
2,144.0885,776.45,185,16420,112.95,31,144.5,6,0.29,1
4,137.1844125,673.7,183.5,10025.5,107.575,16.05,38.75,4.5,0.29,1
6,84.188275,752.4666667,160.1666667,4565.5715,66.1,8.693666667,110.00443,2.666666667,0.3,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,0.3,1
3,47.62200107,1241.2,85,3497.708333,199.7,3.927333333,143.3514267,1.333333333,0.3,1
3,50.49546667,839.9666667,147.6666667,2379.476333,52.71,8.974,19.00886,2.666666667,0.3,1
2,82.9435043,559.15,156.5,4423,46.75,8.5,124,3,0.3,1
3,39.53358976,746.5333333,140.6666667,3962.666667,125.2333333,5.81,180.0683333,3,0.3,1
2,111.78,776.9,156.5,8260,132.55,26.75,71,6,0.3,1
4,60.6776,794.9,162.25,3412.35725,50.1825,11.9805,20.006645,3,0.3,1
4,103.0019508,982.2,125.75,4246.424,168.8,5.5475,5.558175,3.75,0.3,1
2,83.91399,804.9,156,7148.5,83.55,27.25,52,5,0.31,1
2,77.4465975,721.45,171,9590,69.3,26.1,119.5,5,0.31,1
4,108.978875,738.55,149.5,8948,128.475,26.875,73,4.5,0.31,1
2,100.115,814.5,124,5781.5,156.1,24.65,31.5,5,0.311,1
2,68.089956,645.25,195,4748,31.1,18.5,19.5,3.5,0.32,1
2,134.7982845,824.65,149.5,12311.5,172.4,22.15,190,4.5,0.32,1
3,71.97065063,674.8666667,185.3333333,3316.333333,100.2,8.873333333,22.40166667,4,0.32,1
2,80.0015975,734.2,165,10635,84,20.95,110,5,0.32,1
3,150.006,655.4,172.6666667,11816.33333,96.23333333,9.586666667,54.66666667,4.333333333,0.32,1
1,102.9055,719.5,173,12450,111.2,21.7,150,6,0.325,1
3,147.5501897,750.7666667,173.6666667,10397.66667,132.1,17.33333333,139.6666667,4,0.325,1
3,50.49546667,839.9666667,147.6666667,2379.476333,52.71,8.974,19.00886,2.666666667,0.33,1
2,157.8382845,798.75,159.5,13305,166.55,9.75,193.5,4.5,0.33,1
1,44.955912,630.8,184,2985,19.6,16,16,3,0.34,1
2,118.5222845,739.35,184,10425,114.085,10.52,260,3.5,0.34,1
2,73.9195225,686.75,182,6686,48.15,13.8,58.5,3.5,0.34,1
2,73.9195225,686.75,182,6686,48.15,13.8,58.5,3.5,0.34,1
3,161.1723333,799.4,181,19173.33333,120.9666667,27.56666667,119,6,0.34,1
2,67.4248693,653.85,141.5,6595,85.55,11,332.5,2,0.34,1
2,76.53305,681.35,172,9780,84.3,23.1,107,6,0.34,1
2,189.212,813.6,184,21790,84.25,29.5,99,6.5,0.34,1
1,28.0855,786,111,2330,135.1,50.2,150,4,0.34,1
1,47.867,657.8,176,4507,9.1,18.7,22,4,0.34,1
2,19.44825,793.1,99,2395,81.65,50.1,88.5,3.5,0.34,1
2,104.51669,773.05,155.5,9490,83.8,43.1,103.5,4.5,0.345,1
2,145.13,786.6,181,15636.5,67.65,25.85,120.5,5,0.345,1
4,137.514125,671.425,173.5,12252.25,86.4,14.115,98.25,4.75,0.35,1
2,77.385,702.35,175.5,7735.5,81.25,17.05,211.5,3,0.35,1
2,59.1027693,618.45,162,4605.5,43.3,15.85,129,3.5,0.35,1
3,64.008304,683.2,182,5790,26.46666667,16.93333333,39.33333333,3.333333333,0.35,1
2,54.81745,693.15,160,7509,82.8,20,61,3.5,0.35,1
2,116.9499975,635.55,184.5,9370.5,58.35,19.1,58,3.5,0.35,1
2,51.9445535,694.45,168,5942.5,42.4,16.1,58,3.5,0.35,1
2,68.696881,907.35,133.5,6923,63.85,8.67,35.618,4.5,0.35,1
3,100.0397317,669.5,171.6666667,9319.666667,73.16666667,15.8,77,4.666666667,0.35,1
3,161.7841667,802.4666667,179.3333333,19200,123.7666667,26.23333333,129,6,0.35,1
2,79.8817,723.25,163.5,10639,108.15,21.45,105.5,4,0.36,1
3,147.5501897,750.7666667,173.6666667,10397.66667,132.1,17.33333333,139.6666667,4,0.36,1
3,121.0951667,731.4,157.6666667,10156.33333,131.1333333,25.23333333,77.33333333,4.666666667,0.37,1
2,134.857,617.45,207,9910.5,22.05,23.25,23,4,0.37,1
2,156.897,788.15,161,14380,157.8,13.5,69,5,0.37,1
3,91.5405,709.8666667,155,7014,80.6,24.13333333,77.33333333,4,0.37,1
4,76.094375,707.775,141.5,5825.5,106.75,25.15,155.25,3.5,0.37,1
2,51.4688,651.25,168.5,6650,58.95,21.65,62.5,5.5,0.37,1
3,162.3377067,594.3,198.6666667,8042,45.86666667,5.99,20.33333333,3.666666667,0.37,1
3,161.7841667,802.4666667,179.3333333,19200,123.7666667,26.23333333,129,6,0.37,1
1,12.0107,1085.7,67,2260,155.4,105,140,4,0.37,1
2,185.9666845,701.15,195.5,14570.5,137.9,17.25,168,4,0.37,1
1,12.0107,1085.7,67,2260,155.4,105,140,4,0.38,1
2,80.4735,619.2,171,6207.5,36.5,13.295,26,3.5,0.38,1
3,50.49546667,839.9666667,147.6666667,2379.476333,52.71,8.974,19.00886,2.666666667,0.38,1
2,76.9235,684.8,172,9280,81.65,22.25,90.5,5.5,0.38,1
3,90.369,681.8666667,156.3333333,7156.333333,99.26666667,25.8,103.6666667,4.666666667,0.38,1
3,149.0503333,655.4,173.6666667,12186.33333,78.13333333,11.58666667,81,4.333333333,0.38,1
4,98.1844925,650.225,160,6936.25,60.1,20.875,50.25,4,0.38,1
2,76.53305,681.35,172,9780,84.3,23.1,107,6,0.38,1
2,101.98775,714.9,175.5,12410,107,23.7,135,6,0.38,1
3,72.9459344,1254.266667,94.33333333,6417.708333,184.0333333,11.82733333,56.68476,3,0.38,1
2,111.9740538,733.25,146,11000,134.15,11.6,277.5,4,0.385,1
3,91.5405,709.8666667,155,7014,80.6,24.13333333,77.33333333,4,0.39,1
2,108.6057693,698.5,151.5,12645,75.8,20.85,161,4.5,0.39,1
2,27.883456,715.5,135.5,2722.5,23.9,33,21.5,3,0.39,1
2,25.5545,752.1,155,1558,102.65,53.665,120,2.5,0.39,1
3,91.13699,710.2,158.3333333,6833,79.93333333,24.4,78,3.666666667,0.39,1
3,76.93772067,1031.333333,113,7024.809667,98.36666667,11.954,56.75419333,4.333333333,0.39,1
1,47.867,657.8,176,4507,9.1,18.7,22,4,0.39,1
2,83.6745225,792,161,8060,1.5,9.75,51.85,3,0.39,1
3,90.07629,679.1,156.3333333,6792.333333,94.5,18.43333333,54.66666667,3,0.394,1
3,91.5405,709.8666667,155,7014,80.6,24.13333333,77.33333333,4,0.395,1
6,92.85524167,737.6666667,166,4926.904833,69.5,7.943666667,109.3377633,2.833333333,0.4,1
3,149.0503333,655.4,173.6666667,12186.33333,78.13333333,11.58666667,81,4.333333333,0.4,1
2,167.1467845,695.9,213.5,11405,119.875,10.25,169,3.5,0.4,1
2,133.857,814.05,151,13386.5,163.65,25.9,65.5,5,0.4,1
2,191.2235,843.95,182.5,22575,130.05,28.5,118.5,6,0.4,1
2,113.90566,578.25,203.5,5309,40.3,8.85,15,3,0.4,1
2,188.01594,814.1,188.5,19050,119.65,28,64,5.5,0.4,1
1,47.867,657.8,176,4507,9.1,18.7,22,4,0.4,1
2,111.9740538,733.25,146,11000,134.15,11.6,277.5,4,0.4,1
2,155.8922845,723.65,165,13305,127.35,7.88,201,4,0.4,1
2,122.10655,760.25,173,14875,109.15,23.25,122,6,0.4,1
3,104.6223983,618.7333333,164.3333333,7633,49.03333333,8.32,64.33333333,3.666666667,0.4,1
4,76.094375,707.775,141.5,5825.5,106.75,25.15,155.25,3.5,0.4,1
2,80.0015975,734.2,165,10635,84,20.95,110,5,0.4,1
2,103.745,756.9,173.5,12196.5,79,21.2,95.5,5,0.4,1
3,161.7841667,802.4666667,179.3333333,19200,123.7666667,26.23333333,129,6,0.4,1
2,130.332735,687.2,164,6421.5,77.1,13,18.5,4,0.4,1
2,92.8889,656.6,152,6150.5,39.85,36,21.5,3,0.4,1
4,142.082,712.6,144.5,8050,91.875,8.1325,46.75,4.25,0.4,1
3,149.0503333,655.4,173.6666667,12186.33333,78.13333333,11.58666667,81,4.333333333,0.41,1
2,85.4408,815.5,152,8003.5,76.45,31.85,94.5,5.5,0.41,1
2,112.565,755.85,157,9666.5,82,11.85,69,4,0.41,1
2,112.565,755.85,157,9666.5,82,11.85,69,4,0.41,1
2,143.99519,765.85,187.5,15010,147.2,23.4,62.5,5.5,0.41,1
2,146.6435,789.2,179,17465,127.65,25.85,135,6,0.41,1
2,188.0285,818.9,186.5,20905,116.3,30.5,160,6,0.41,1
3,72.9459344,1254.266667,94.33333333,6417.708333,184.0333333,11.82733333,56.68476,3,0.41,1
3,135.5398233,723.0666667,165.6666667,10973,125.6,19.36666667,48,4.333333333,0.41,1
3,111.31726,788.5,142.6666667,6770,127.2666667,13.14333333,20.735,5.333333333,0.415,1
2,92.69,871.95,136,8421,125.85,11.05,35.76,5,0.42,1
2,133.9567975,730.5,147.5,9340,78.95,13.55,54,4.5,0.42,1
4,108.4395,723.8,137.25,6545.75,112.85,14.89,53,4.25,0.42,1
2,92.8889,656.6,152,6150.5,39.85,36,21.5,3,0.42,1
3,72.9459344,1254.266667,94.33333333,6417.708333,184.0333333,11.82733333,56.68476,3,0.42,1
4,160.55875,708.575,174.5,14502.25,110.3,13.69,78.5,4.75,0.429,1
3,68.2298,857.4666667,148.3333333,5000.476333,83.94333333,11.30733333,51.67552667,3.333333333,0.43,1
3,90.4798,678.7666667,153,6973.333333,95.16666667,18.16666667,54,3.333333333,0.43,1
3,50.49546667,839.9666667,147.6666667,2379.476333,52.71,8.974,19.00886,2.666666667,0.43,1
3,66.95296667,682,175.3333333,7176.333333,69.4,20.33333333,48.33333333,3.666666667,0.43,1
3,66.95296667,682,175.3333333,7176.333333,69.4,20.33333333,48.33333333,3.666666667,0.43,1
3,91.5405,709.8666667,155,7014,80.6,24.13333333,77.33333333,4,0.43,1
3,90.369,681.8666667,156.3333333,7156.333333,99.26666667,25.8,103.6666667,4.666666667,0.43,1
3,149.0503333,655.4,173.6666667,12186.33333,78.13333333,11.58666667,81,4.333333333,0.43,1
2,148.077,789.2,177.5,16910,154.8,22.85,95.5,6,0.43,1
2,157.8382845,798.75,159.5,13305,166.55,9.75,193.5,4.5,0.43,1
2,157.8382845,798.75,159.5,13305,166.55,9.75,193.5,4.5,0.435,1
3,105.7798667,791.0666667,131,6425.666667,100.5333333,16.15333333,45,4.666666667,0.44,1
2,79.8817,723.25,163.5,10639,108.15,21.45,105.5,4,0.44,1
2,92.8889,656.6,152,6150.5,39.85,36,21.5,3,0.44,1
3,126.6971567,597.1666667,186,8401.666667,67.93333333,12.5,48,4.333333333,0.449,1
2,122.10655,760.25,173,14875,109.15,23.25,122,6,0.45,1
3,90.369,681.8666667,156.3333333,7156.333333,99.26666667,25.8,103.6666667,4.666666667,0.45,1
2,74.858235,670.65,141,4303,38.85,28.15,20,3,0.45,1
2,71.1765,669.35,130.5,5613.5,75.45,18.695,44.5,3.5,0.45,1
3,105.2171667,673.2,161,8154,94.4,19.66666667,73.66666667,4.666666667,0.45,1
2,82.76819,711.8,161.5,6946.5,104.05,29.3,57,4.5,0.45,1
4,108.978875,738.55,149.5,8948,128.475,26.875,73,4.5,0.4505,1
4,63.1391,807.55,155.25,4877.10725,65.2325,13.1555,44.256645,3.5,0.46,1
2,90.6708,874.85,141.5,8875,67.35,22.2,60.5,4.5,0.46,1
3,85.91419833,678.1333333,162,8165.666667,76.73333333,12.96666667,67.33333333,3.333333333,0.46,1
2,166.994735,704.6,186,13798,128.15,13.15,42,4.5,0.46,1
2,119.0485,738.8,180.5,13548.5,58.35,24.85,54.5,5,0.46,1
2,90.6708,874.85,141.5,8875,67.35,22.2,60.5,4.5,0.46,1
3,161.7841667,802.4666667,179.3333333,19200,123.7666667,26.23333333,129,6,0.46,1
3,121.0951667,731.4,157.6666667,10156.33333,131.1333333,25.23333333,77.33333333,4.666666667,0.46,1
3,77.24916667,690.3666667,147,5993,102.1666667,22.93333333,187,3.333333333,0.46,1
3,73.40975,703.8666667,162,6234.333333,88.36666667,20.13333333,56,3,0.46,1
3,43.28556667,717.9,159.6666667,3908,121.6333333,7.086666667,63.735,3,0.46,1
2,82.76819,711.8,161.5,6946.5,104.05,29.3,57,4.5,0.46,1
3,100.651565,672.5666667,170,9346.333333,75.96666667,14.46666667,87,4.666666667,0.47,1
3,50.49546667,839.9666667,147.6666667,2379.476333,52.71,8.974,19.00886,2.666666667,0.47,1
3,74.47045,734.9666667,164,6275,73.8,26.1,79.33333333,3.666666667,0.47,1
4,88.302,879.475,138.5,10155,118.85,12.045,167.55125,4,0.47,1
3,100.0397317,669.5,171.6666667,9319.666667,73.16666667,15.8,77,4.666666667,0.47,1
2,145.65,765.05,181.5,17480,105.2,28.35,103.5,6,0.47,1
2,31.9332,985.45,112,2254.2145,75.8,9.461,11.01329,3,0.47,1
2,76.225925,680.2,178.5,6716,75.5,12.25,208.5,2.5,0.47,1
2,64.41235,979.75,106,3655.6255,19.45,1.81,41.012915,3,0.47,1
4,105.494725,732.6,155.5,9844.25,126.725,23.225,80.75,4,0.473,1
4,161.93525,743.05,173,12523.25,58.975,9.2625,62.825,3.75,0.476,1
1,190.23,819.8,185,22590,107.6,31,87,6,0.478,1
3,90.4798,678.7666667,153,6973.333333,95.16666667,18.16666667,54,3.333333333,0.48,1
2,92.8889,656.6,152,6150.5,39.85,36,21.5,3,0.48,1
2,112.4475,871.65,158,7636,1.5,5.495,84.15,2,0.48,1
2,112.4475,871.65,158,7636,1.5,5.495,84.15,2,0.48,1
2,165.561235,704.6,187.5,14353,101,16.15,81.5,4.5,0.48,1
2,111.0327693,722.65,147.5,12075,125.4,15.35,153,4.5,0.48,1
2,191.2235,843.95,182.5,22575,130.05,28.5,118.5,6,0.48,1
3,119.59104,669.3666667,181.6666667,5868.333333,99.16666667,6.2,8.84,4.333333333,0.48,1
5,79.575,850.58,144.8,4088.4858,70.25,14.8644,22.805316,3.6,0.48,1
1,91.224,659.7,206,6511,42.6,21,23,4,0.49,1
2,133.9567975,730.5,147.5,9340,78.95,13.55,54,4.5,0.49,1
2,138.93615,616.25,195,11145.5,81.35,21.85,83,4.5,0.49,1
2,115.25275,794.25,148,9345,151.45,19.6,76.5,6,0.49,1
1,47.867,657.8,176,4507,9.1,18.7,22,4,0.49,1
2,106.50644,879.55,143.5,9305,117,18.865,28.6025,5.5,0.49,1
1,101.07,710.3,178,12370,102.8,25.7,120,6,0.493,1
2,73.5345,709.4,181,7192.5,29.9,17.4,51,3.5,0.5,1
1,137.327,502.5,253,3510,15.45,8,18,2,0.5,1
4,72.20335,755.6,174,2662.10725,43.395,8.7305,18.756645,2.5,0.5,1
4,72.20335,755.6,174,2662.10725,43.395,8.7305,18.756645,2.5,0.5,1
4,47.8911,777.325,159.25,2172.10725,40.5,8.8655,64.256645,2.5,0.5,1
4,47.8911,777.325,159.25,2172.10725,40.5,8.8655,64.256645,2.5,0.5,1
2,53.3855,742.5,138.5,6370,50.8,43,83,4.5,0.5,1
2,77.4508,685.95,169.5,9820,88.5,21.1,122,6,0.5,1
3,79.6459,833.7666667,161.3333333,6702.476333,90.83333333,12.51733333,90.00886,3,0.5,1
4,76.094375,707.775,141.5,5825.5,106.75,25.15,155.25,3.5,0.5,1
2,73.97805,668.6,178,8735,69.6,28.25,116.5,6,0.5,1
2,144.0885,776.45,185,16420,112.95,31,144.5,6,0.5,1
3,93.0405,762.3,157.6666667,8276.666667,70.66666667,19.73333333,42,4.666666667,0.5,1
2,86.35075,741.7,152,6403.5,78.4,21.25,27.5,5,0.5,1
2,110.25319,766.3,160.5,7405,139.65,22.15,28.5,5.5,0.5,1
3,133.7501267,804.7333333,163.6666667,13846.66667,106.7,37.4,119,5,0.5,1
2,123.01275,759.1,174,13780,129.45,21.4,51,5.5,0.508,1
1,101.07,710.3,178,12370,102.8,25.7,120,6,0.509,1
3,179.7277667,724.3666667,144.3333333,9810,83,8.823333333,28,4.333333333,0.51,1
2,188.9572245,824.7,187,17975,128.4,24.25,188.5,5,0.51,1
3,121.0951667,731.4,157.6666667,10156.33333,131.1333333,25.23333333,77.33333333,4.666666667,0.51,1
2,75.9025,721.95,173,9077,45.3,24.9,109,4.5,0.51,1
1,112.411,867.2,161,8650,1.5,6.3,96,2,0.5115,1
1,112.411,867.2,161,8650,1.5,6.3,96,2,0.5148,1
1,112.411,867.2,161,8650,1.5,6.3,96,2,0.517,1
1,112.411,867.2,161,8650,1.5,6.3,96,2,0.5173,1
1,112.411,867.2,161,8650,1.5,6.3,96,2,0.518,1
1,91.224,659.7,206,6511,42.6,21,23,4,0.52,1
3,91.5405,709.8666667,155,7014,80.6,24.13333333,77.33333333,4,0.52,1
1,112.411,867.2,161,8650,1.5,6.3,96,2,0.52,1
1,112.411,867.2,161,8650,1.5,6.3,96,2,0.5218,1
2,160.6957,785.05,152,9215,47.1,8.6,52,3.5,0.53,1
2,156.5005,936.6,166,11092,1.5,4.295,52.15,2,0.53,1
1,112.411,867.2,161,8650,1.5,6.3,96,2,0.53,1
2,92.69,871.95,136,8421,125.85,11.05,35.76,5,0.53,1
2,157.8382845,798.75,159.5,13305,166.55,9.75,193.5,4.5,0.53,1
3,73.40975,703.8666667,162,6234.333333,88.36666667,20.13333333,56,3,0.533,1
2,77.385,702.35,175.5,7735.5,81.25,17.05,211.5,3,0.54,1
2,166.994735,704.6,186,13798,128.15,13.15,42,4.5,0.54,1
4,76.094375,707.775,141.5,5825.5,106.75,25.15,155.25,3.5,0.54,1
2,31.9332,985.45,112,2254.2145,75.8,9.461,11.01329,3,0.54,1
2,191.2235,843.95,182.5,22575,130.05,28.5,118.5,6,0.54,1
1,112.411,867.2,161,8650,1.5,6.3,96,2,0.541,1
4,105.494725,732.6,155.5,9844.25,126.725,23.225,80.75,4,0.545,1
4,72.20335,755.6,174,2662.10725,43.395,8.7305,18.756645,2.5,0.55,1
4,47.8911,777.325,159.25,2172.10725,40.5,8.8655,64.256645,2.5,0.55,1
2,111.0327693,722.65,147.5,12075,125.4,15.35,153,4.5,0.55,1
2,25.5545,752.1,155,1558,102.65,53.665,120,2.5,0.55,1
3,161.7841667,802.4666667,179.3333333,19200,123.7666667,26.23333333,129,6,0.55,1
3,74.27638976,859.4666667,143.6666667,6739.809667,92.3,12.60733333,103.3421933,3,0.55,1
2,57.85275,667.5,165,2480,70.815,29.1,92.5,3,0.55,1
2,25.5545,752.1,155,1558,102.65,53.665,120,2.5,0.55,1
3,161.3988067,552.2,199.3333333,8212,40.56666667,5.8,24,3.333333333,0.55,1
3,160.4431667,782.2333333,180.3333333,18676.66667,93.23333333,26.9,116,6.333333333,0.55,1
3,161.7841667,802.4666667,179.3333333,19200,123.7666667,26.23333333,129,6,0.55,1
1,112.411,867.2,161,8650,1.5,6.3,96,2,0.55,1
3,135.5398233,723.0666667,165.6666667,10973,125.6,19.36666667,48,4.333333333,0.55,1
1,91.224,659.7,206,6511,42.6,21,23,4,0.55,1
4,108.1442988,641.1,159.5,7552.25,63.975,7.99,65,3.75,0.556,1
2,36.279091,821.9,128.5,5404,60.7,10.525,295,2,0.56,1
2,118.7115975,666.65,180,11105,33.35,20.85,61.5,4,0.56,1
2,126.9634,726.7,160,7330,124,13.7,8.26,4.5,0.56,1
2,95.905675,667.45,192.5,8461,71.15,16.55,83.5,4.5,0.56,1
3,74.27638976,859.4666667,143.6666667,6739.809667,92.3,12.60733333,103.3421933,3,0.56,1
4,108.978875,738.55,149.5,8948,128.475,26.875,73,4.5,0.56,1
2,145.65,765.05,181.5,17480,105.2,28.35,103.5,6,0.569,1
4,125.5477425,683.825,167,9153.75,110.725,20.5,61.25,4.25,0.57,1
2,99.621091,859.3,148.5,12219,54.55,19.475,138.5,4,0.57,1
4,91.030375,778.275,141.5,8384.75,134.1,11.8,154.38,4.5,0.57,1
3,91.17251287,640.2666667,157.3333333,7137.333333,50.23333333,10.96666667,105.6666667,3.666666667,0.57,1
3,122.1022667,660.4,162.3333333,7491.333333,93.6,20.26666667,47.66666667,3.666666667,0.57,1
3,90.314,728.3,172,6048.333333,69.48333333,17.63333333,53,3,0.575,1
3,50.49546667,839.9666667,147.6666667,2379.476333,52.71,8.974,19.00886,2.666666667,0.58,1
2,61.4707693,631,154,6490,58.7,23.35,187,4.5,0.58,1
2,88.91355,832.85,143.5,9088.5,95.35,24.7,100,5.5,0.58,1
2,159.3632845,861.3,153.5,12998.5,164.5,16.1,172,5,0.58,1
2,33.852791,817.5,130.5,5378,57.5,12.575,140.5,2,0.58,1
2,121.4755,762.95,176.5,12978.5,107.95,19.35,46.5,5,0.58,1
2,31.9332,985.45,112,2254.2145,75.8,9.461,11.01329,3,0.58,1
3,132.16749,771.6666667,172.3333333,11948.66667,67.83333333,13.21666667,94.33333333,3.666666667,0.58,1
2,145.65,765.05,181.5,17480,105.2,28.35,103.5,6,0.584,1
2,161.342,868.55,150,13845,199.25,18.75,37,6,0.59,1
2,122.10655,760.25,173,14875,109.15,23.25,122,6,0.59,1
3,105.43629,661.8333333,163,7454.666667,90.6,10.16666667,57,3,0.59,1
2,77.4465975,721.45,171,9590,69.3,26.1,119.5,5,0.59,1
2,157.8382845,798.75,159.5,13305,166.55,9.75,193.5,4.5,0.59,1
2,40.9597918,647,139.5,5085,22.75,11.95,121.35,3.5,0.596,1
4,63.1391,807.55,155.25,4877.10725,65.2325,13.1555,44.256645,3.5,0.6,1
2,78.302,782.75,174,6825.5,22.05,14.175,71.5,3,0.6,1
3,119.2798333,605.8666667,171.3333333,8816.333333,64.36666667,10.15333333,81,4.333333333,0.6,1
2,90.6708,874.85,141.5,8875,67.35,22.2,60.5,4.5,0.6,1
2,155.8922845,723.65,165,13305,127.35,7.88,201,4,0.6,1
2,148.077735,567.65,214,7023.5,50.5,8.15,12,3,0.6,1
2,94.43319,674.2,194,9425,80.5,31.4,96.5,5.5,0.6,1
2,31.9332,985.45,112,2254.2145,75.8,9.461,11.01329,3,0.6,1
2,110.80775,713.85,159,9880,110,14.35,108.5,5,0.6,1
3,77.24916667,690.3666667,147,5993,102.1666667,22.93333333,187,3.333333333,0.6,1
3,136.9746167,629.5333333,174,7707.333333,32.7,6.476666667,44.66666667,3.333333333,0.6,1
1,174.9668,513,217,9841,51.5,22,16,3,0.6,1
3,160.4431667,782.2333333,180.3333333,18676.66667,93.23333333,26.9,116,6.333333333,0.6,1
3,120.6916567,731.7333333,161,9975.333333,130.4666667,25.5,78,4.333333333,0.6,1
1,9.012182,898.8,112,1848,1.5,7.95,190,2,0.6,1
2,110.25319,766.3,160.5,7405,139.65,22.15,28.5,5.5,0.6,1
3,132.16749,771.6666667,172.3333333,11948.66667,67.83333333,13.21666667,94.33333333,3.666666667,0.6,1
4,149.2849125,677.8,192.75,10734.25,78.825,16.175,35.25,4.5,0.6,1
3,77.24916667,690.3666667,147,5993,102.1666667,22.93333333,187,3.333333333,0.6,1
3,56.3009,849.6333333,135.3333333,2953.750333,14.25666667,4.053333333,94.00861,2.666666667,0.6,1
3,90.61083333,697.3333333,177.6666667,5954.333333,68.58333333,24.96666667,79.66666667,3.333333333,0.6,1
3,105.2666667,728.6,173.6666667,7116.666667,55.47666667,14.8,43.33333333,3.666666667,0.6,1
3,72.46028333,711.5,164.3333333,5889.666667,56.26666667,19,52,3.333333333,0.6,1
3,77.24916667,690.3666667,147,5993,102.1666667,22.93333333,187,3.333333333,0.61,1
2,189.212,813.6,184,21790,84.25,29.5,99,6.5,0.61,1
3,68.2298,857.4666667,148.3333333,5000.476333,83.94333333,11.30733333,51.67552667,3.333333333,0.616,1
4,104.8379238,738.075,157,10119.75,101.075,24.475,102.75,4.5,0.62,1
2,51.85869,731.9,142.5,5515,57.9,38.4,40.5,4,0.62,1
3,77.24916667,690.3666667,147,5993,102.1666667,22.93333333,187,3.333333333,0.62,1
4,137.514125,671.425,173.5,12252.25,86.4,14.115,98.25,4.75,0.62,1
4,137.514125,671.425,173.5,12252.25,86.4,14.115,98.25,4.75,0.62,1
3,77.24916667,690.3666667,147,5993,102.1666667,22.93333333,187,3.333333333,0.62,1
3,94.31183333,790.0666667,151.3333333,9879.666667,136.8333333,17.6,90.17333333,6,0.62,1
2,148.077735,567.65,214,7023.5,50.5,8.15,12,3,0.62,1
1,190.23,819.8,185,22590,107.6,31,87,6,0.62,1
2,88.8955,886.5,151.5,7895,1.5,6.825,108,2,0.628,1
3,77.24916667,690.3666667,147,5993,102.1666667,22.93333333,187,3.333333333,0.63,1
3,121.0951667,731.4,157.6666667,10156.33333,131.1333333,25.23333333,77.33333333,4.666666667,0.63,1
4,108.978875,738.55,149.5,8948,128.475,26.875,73,4.5,0.63,1
3,157.5992067,541.0333333,212.3333333,8068.666667,50.83333333,13.03333333,13.33333333,3,0.632,1
4,75.4789405,799.025,153.5,4992,70.2375,13.385,39.809,3.5,0.634,1
